Date,Open,High,Low,Close,Volume,Tomorrow,Target,Close_Ratio_2,Trend_2,Close_Ratio_5,Trend_5,Close_Ratio_60,Trend_60,Close_Ratio_250,Trend_250,Close_Ratio_500,Trend_500
2007-09-17 00:00:00+05:30,4518.4501953125,4549.0498046875,4482.85009765625,4494.64990234375,0,4546.2001953125,1,,,,,,,,,,
2007-09-18 00:00:00+05:30,4494.10009765625,4551.7998046875,4481.5498046875,4546.2001953125,0,4732.35009765625,1,1.0057019298419863,,,,,,,,,
2007-09-19 00:00:00+05:30,4550.25,4739.0,4550.25,4732.35009765625,0,4747.5498046875,1,1.0200623908332764,2.0,,,,,,,,
2007-09-20 00:00:00+05:30,4734.85009765625,4760.85009765625,4721.14990234375,4747.5498046875,0,4837.5498046875,1,1.0016033615531628,2.0,,,,,,,,
2007-09-21 00:00:00+05:30,4752.9501953125,4855.7001953125,4733.7001953125,4837.5498046875,0,4932.2001953125,1,1.0093895737830385,2.0,1.0355098284415183,,,,,,,
2007-09-24 00:00:00+05:30,4837.14990234375,4941.14990234375,4837.14990234375,4932.2001953125,0,4938.85009765625,1,1.0096881077432893,2.0,1.0363572167145003,5.0,,,,,,
2007-09-25 00:00:00+05:30,4939.10009765625,4953.89990234375,4878.14990234375,4938.85009765625,0,4940.5,1,1.0006736772832052,2.0,1.0209087164677946,5.0,,,,,,
2007-09-26 00:00:00+05:30,4937.60009765625,4980.85009765625,4930.35009765625,4940.5,0,5000.5498046875,1,1.0001670051498774,2.0,1.0125365613262691,5.0,,,,,,
2007-09-27 00:00:00+05:30,4942.7001953125,5016.39990234375,4942.7001953125,5000.5498046875,0,5021.35009765625,1,1.0060405898639784,2.0,1.0143247114053404,5.0,,,,,,
2007-09-28 00:00:00+05:30,4996.4501953125,5055.7998046875,4996.4501953125,5021.35009765625,0,5068.9501953125,1,1.0020754840071677,2.0,1.0110053291354715,5.0,,,,,,
2007-10-01 00:00:00+05:30,5021.5,5089.2998046875,5001.35009765625,5068.9501953125,0,5210.7998046875,1,1.0047174114024555,2.0,1.0149999110267571,5.0,,,,,,
2007-10-03 00:00:00+05:30,5069.0,5261.35009765625,5034.14990234375,5210.7998046875,0,5208.64990234375,0,1.0137989357109851,2.0,1.0321624395796165,5.0,,,,,,
2007-10-04 00:00:00+05:30,5211.64990234375,5233.10009765625,5126.0498046875,5208.64990234375,0,5185.85009765625,0,0.9997936645020419,1.0,1.0208915501233473,4.0,,,,,,
2007-10-05 00:00:00+05:30,5208.14990234375,5248.5498046875,5164.5,5185.85009765625,0,5085.10009765625,0,0.997806551090721,0.0,1.009093011633782,3.0,,,,,,
2007-10-08 00:00:00+05:30,5186.25,5249.2998046875,5024.75,5085.10009765625,0,5327.25,1,0.9901907809809086,0.0,0.987039672658303,2.0,,,,,,
